x,u
0.000000e+000,1.000000e+000
1.000000e-002,4.164337e-001
2.000000e-002,2.289134e-001
3.000000e-002,1.678847e-001
4.000000e-002,1.332504e-001
5.000000e-002,1.108533e-001
6.000000e-002,9.525794e-002
7.000000e-002,8.373397e-002
8.000000e-002,7.487152e-002
9.000000e-002,6.784229e-002
1.000000e-001,6.213032e-002
1.100000e-001,5.739709e-002
1.200000e-001,5.341110e-002
1.300000e-001,5.000863e-002
1.400000e-001,4.707061e-002
1.500000e-001,4.450837e-002
1.600000e-001,4.225448e-002
1.700000e-001,4.025680e-002
1.800000e-001,3.847430e-002
1.900000e-001,3.687433e-002
2.000000e-001,3.543052e-002
2.100000e-001,3.412137e-002
2.200000e-001,3.292919e-002
2.300000e-001,3.183923e-002
2.400000e-001,3.083917e-002
2.500000e-001,2.991859e-002
2.600000e-001,2.906863e-002
2.700000e-001,2.828171e-002
2.800000e-001,2.755132e-002
2.900000e-001,2.687179e-002
3.000000e-001,2.623823e-002
3.100000e-001,2.564635e-002
3.200000e-001,2.509238e-002
3.300000e-001,2.457300e-002
3.400000e-001,2.408527e-002
3.500000e-001,2.362659e-002
3.600000e-001,2.319463e-002
3.700000e-001,2.278731e-002
3.800000e-001,2.240278e-002
3.900000e-001,2.203936e-002
4.000000e-001,2.169553e-002
4.100000e-001,2.136994e-002
4.200000e-001,2.106134e-002
4.300000e-001,2.076861e-002
4.400000e-001,2.049073e-002
4.500000e-001,2.022676e-002
4.600000e-001,1.997584e-002
4.700000e-001,1.973720e-002
4.800000e-001,1.951012e-002
4.900000e-001,1.929393e-002
5.000000e-001,1.908802e-002
5.100000e-001,1.889184e-002
5.200000e-001,1.870487e-002
5.300000e-001,1.852662e-002
5.400000e-001,1.835666e-002
5.500000e-001,1.819456e-002
5.600000e-001,1.803994e-002
5.700000e-001,1.789245e-002
5.800000e-001,1.775175e-002
5.900000e-001,1.761754e-002
6.000000e-001,1.748951e-002
6.100000e-001,1.736740e-002
6.200000e-001,1.725096e-002
6.300000e-001,1.713995e-002
6.400000e-001,1.703414e-002
6.500000e-001,1.693332e-002
6.600000e-001,1.683730e-002
6.700000e-001,1.674589e-002
6.800000e-001,1.665892e-002
6.900000e-001,1.657621e-002
7.000000e-001,1.649762e-002
7.100000e-001,1.642300e-002
7.200000e-001,1.635221e-002
7.300000e-001,1.628512e-002
7.400000e-001,1.622160e-002
7.500000e-001,1.616154e-002
7.600000e-001,1.610482e-002
7.700000e-001,1.605134e-002
7.800000e-001,1.600099e-002
7.900000e-001,1.595370e-002
8.000000e-001,1.590935e-002
8.100000e-001,1.586787e-002
8.200000e-001,1.582917e-002
8.300000e-001,1.579318e-002
8.400000e-001,1.575982e-002
8.500000e-001,1.572901e-002
8.600000e-001,1.570071e-002
8.700000e-001,1.567482e-002
8.800000e-001,1.565131e-002
8.900000e-001,1.563010e-002
9.000000e-001,1.561114e-002
9.100000e-001,1.559438e-002
9.200000e-001,1.557977e-002
9.300000e-001,1.556724e-002
9.400000e-001,1.555677e-002
9.500000e-001,1.554830e-002
9.600000e-001,1.554179e-002
9.700000e-001,1.553721e-002
9.800000e-001,1.553444e-002
9.900000e-001,1.553385e-002
