x,u
0.000000e+000,3.258832e-001
1.000000e-002,3.256193e-001
2.000000e-002,3.253783e-001
3.000000e-002,3.250696e-001
4.000000e-002,3.246754e-001
5.000000e-002,3.241918e-001
6.000000e-002,3.236178e-001
7.000000e-002,3.229529e-001
8.000000e-002,3.221973e-001
9.000000e-002,3.213510e-001
1.000000e-001,3.204144e-001
1.100000e-001,3.193878e-001
1.200000e-001,3.182717e-001
1.300000e-001,3.170665e-001
1.400000e-001,3.157727e-001
1.500000e-001,3.143909e-001
1.600000e-001,3.129217e-001
1.700000e-001,3.113657e-001
1.800000e-001,3.097235e-001
1.900000e-001,3.079959e-001
2.000000e-001,3.061836e-001
2.100000e-001,3.042873e-001
2.200000e-001,3.023080e-001
2.300000e-001,3.002464e-001
2.400000e-001,2.981034e-001
2.500000e-001,2.958800e-001
2.600000e-001,2.935771e-001
2.700000e-001,2.911957e-001
2.800000e-001,2.887369e-001
2.900000e-001,2.862016e-001
3.000000e-001,2.835911e-001
3.100000e-001,2.809064e-001
3.200000e-001,2.781487e-001
3.300000e-001,2.753193e-001
3.400000e-001,2.724192e-001
3.500000e-001,2.694499e-001
3.600000e-001,2.664127e-001
3.700000e-001,2.633088e-001
3.800000e-001,2.601396e-001
3.900000e-001,2.569065e-001
4.000000e-001,2.536110e-001
4.100000e-001,2.502546e-001
4.200000e-001,2.468386e-001
4.300000e-001,2.433646e-001
4.400000e-001,2.398343e-001
4.500000e-001,2.362491e-001
4.600000e-001,2.326106e-001
4.700000e-001,2.289206e-001
4.800000e-001,2.251806e-001
4.900000e-001,2.213924e-001
5.000000e-001,2.175577e-001
5.100000e-001,2.136781e-001
5.200000e-001,2.097555e-001
5.300000e-001,2.057917e-001
5.400000e-001,2.017885e-001
5.500000e-001,1.977476e-001
5.600000e-001,1.936710e-001
5.700000e-001,1.895605e-001
5.800000e-001,1.854180e-001
5.900000e-001,1.812455e-001
6.000000e-001,1.770448e-001
6.100000e-001,1.728179e-001
6.200000e-001,1.685668e-001
6.300000e-001,1.642935e-001
6.400000e-001,1.599999e-001
6.500000e-001,1.556880e-001
6.600000e-001,1.513599e-001
6.700000e-001,1.470177e-001
6.800000e-001,1.426632e-001
6.900000e-001,1.382987e-001
7.000000e-001,1.339262e-001
7.100000e-001,1.295476e-001
7.200000e-001,1.251652e-001
7.300000e-001,1.207810e-001
7.400000e-001,1.163970e-001
7.500000e-001,1.120153e-001
7.600000e-001,1.076381e-001
7.700000e-001,1.032674e-001
7.800000e-001,9.890530e-002
7.900000e-001,9.455389e-002
8.000000e-001,9.021525e-002
8.100000e-001,8.589146e-002
8.200000e-001,8.158458e-002
8.300000e-001,7.729667e-002
8.400000e-001,7.302981e-002
8.500000e-001,6.878602e-002
8.600000e-001,6.456734e-002
8.700000e-001,6.037580e-002
8.800000e-001,5.621340e-002
8.900000e-001,5.208214e-002
9.000000e-001,4.798399e-002
9.100000e-001,4.392092e-002
9.200000e-001,3.989487e-002
9.300000e-001,3.590775e-002
9.400000e-001,3.196147e-002
9.500000e-001,2.805791e-002
9.600000e-001,2.419892e-002
9.700000e-001,2.038632e-002
9.800000e-001,1.662194e-002
9.900000e-001,1.291327e-002
