x,u
0.000000e+000,1.000000e+000
1.000000e-002,4.124806e-001
2.000000e-002,2.236900e-001
3.000000e-002,1.622479e-001
4.000000e-002,1.273790e-001
5.000000e-002,1.048302e-001
6.000000e-002,8.912917e-002
7.000000e-002,7.752714e-002
8.000000e-002,6.860466e-002
9.000000e-002,6.152780e-002
1.000000e-001,5.577714e-002
1.100000e-001,5.101185e-002
1.200000e-001,4.699886e-002
1.300000e-001,4.357334e-002
1.400000e-001,4.061542e-002
1.500000e-001,3.803582e-002
1.600000e-001,3.576667e-002
1.700000e-001,3.375545e-002
1.800000e-001,3.196088e-002
1.900000e-001,3.035007e-002
2.000000e-001,2.889648e-002
2.100000e-001,2.757847e-002
2.200000e-001,2.637821e-002
2.300000e-001,2.528087e-002
2.400000e-001,2.427404e-002
2.500000e-001,2.334722e-002
2.600000e-001,2.249151e-002
2.700000e-001,2.169926e-002
2.800000e-001,2.096391e-002
2.900000e-001,2.027979e-002
3.000000e-001,1.964194e-002
3.100000e-001,1.904605e-002
3.200000e-001,1.848833e-002
3.300000e-001,1.796543e-002
3.400000e-001,1.747440e-002
3.500000e-001,1.701261e-002
3.600000e-001,1.657772e-002
3.700000e-001,1.616765e-002
3.800000e-001,1.578052e-002
3.900000e-001,1.541463e-002
4.000000e-001,1.506848e-002
4.100000e-001,1.474068e-002
4.200000e-001,1.443000e-002
4.300000e-001,1.413529e-002
4.400000e-001,1.385552e-002
4.500000e-001,1.358976e-002
4.600000e-001,1.333715e-002
4.700000e-001,1.309689e-002
4.800000e-001,1.286827e-002
4.900000e-001,1.265062e-002
5.000000e-001,1.244332e-002
5.100000e-001,1.224582e-002
5.200000e-001,1.205758e-002
5.300000e-001,1.187813e-002
5.400000e-001,1.170701e-002
5.500000e-001,1.154381e-002
5.600000e-001,1.138815e-002
5.700000e-001,1.123966e-002
5.800000e-001,1.109801e-002
5.900000e-001,1.096289e-002
6.000000e-001,1.083400e-002
6.100000e-001,1.071106e-002
6.200000e-001,1.059384e-002
6.300000e-001,1.048207e-002
6.400000e-001,1.037554e-002
6.500000e-001,1.027405e-002
6.600000e-001,1.017738e-002
6.700000e-001,1.008535e-002
6.800000e-001,9.997786e-003
6.900000e-001,9.914523e-003
7.000000e-001,9.835403e-003
7.100000e-001,9.760278e-003
7.200000e-001,9.689008e-003
7.300000e-001,9.621461e-003
7.400000e-001,9.557512e-003
7.500000e-001,9.497043e-003
7.600000e-001,9.439940e-003
7.700000e-001,9.386099e-003
7.800000e-001,9.335416e-003
7.900000e-001,9.287797e-003
8.000000e-001,9.243151e-003
8.100000e-001,9.201389e-003
8.200000e-001,9.162430e-003
8.300000e-001,9.126194e-003
8.400000e-001,9.092608e-003
8.500000e-001,9.061599e-003
8.600000e-001,9.033099e-003
8.700000e-001,9.007043e-003
8.800000e-001,8.983369e-003
8.900000e-001,8.962017e-003
9.000000e-001,8.942931e-003
9.100000e-001,8.926057e-003
9.200000e-001,8.911341e-003
9.300000e-001,8.898736e-003
9.400000e-001,8.888193e-003
9.500000e-001,8.879666e-003
9.600000e-001,8.873109e-003
9.700000e-001,8.868496e-003
9.800000e-001,8.865707e-003
9.900000e-001,8.865117e-003
