x,u
0.000000e+000,1.000000e+000
1.000000e-002,4.101586e-001
2.000000e-002,2.206218e-001
3.000000e-002,1.589369e-001
4.000000e-002,1.239302e-001
5.000000e-002,1.012923e-001
6.000000e-002,8.552924e-002
7.000000e-002,7.388138e-002
8.000000e-002,6.492367e-002
9.000000e-002,5.781888e-002
1.000000e-001,5.204553e-002
1.100000e-001,4.726146e-002
1.200000e-001,4.323265e-002
1.300000e-001,3.979364e-002
1.400000e-001,3.682409e-002
1.500000e-001,3.423436e-002
1.600000e-001,3.195630e-002
1.700000e-001,2.993720e-002
1.800000e-001,2.813561e-002
1.900000e-001,2.651851e-002
2.000000e-001,2.505925e-002
2.100000e-001,2.373611e-002
2.200000e-001,2.253119e-002
2.300000e-001,2.142960e-002
2.400000e-001,2.041888e-002
2.500000e-001,1.948850e-002
2.600000e-001,1.862949e-002
2.700000e-001,1.783422e-002
2.800000e-001,1.709607e-002
2.900000e-001,1.640934e-002
3.000000e-001,1.576908e-002
3.100000e-001,1.517094e-002
3.200000e-001,1.461112e-002
3.300000e-001,1.408627e-002
3.400000e-001,1.359341e-002
3.500000e-001,1.312991e-002
3.600000e-001,1.269343e-002
3.700000e-001,1.228185e-002
3.800000e-001,1.189331e-002
3.900000e-001,1.152610e-002
4.000000e-001,1.117870e-002
4.100000e-001,1.084973e-002
4.200000e-001,1.053794e-002
4.300000e-001,1.024218e-002
4.400000e-001,9.961438e-003
4.500000e-001,9.694753e-003
4.600000e-001,9.441266e-003
4.700000e-001,9.200184e-003
4.800000e-001,8.970783e-003
4.900000e-001,8.752394e-003
5.000000e-001,8.544401e-003
5.100000e-001,8.346237e-003
5.200000e-001,8.157377e-003
5.300000e-001,7.977336e-003
5.400000e-001,7.805663e-003
5.500000e-001,7.641941e-003
5.600000e-001,7.485781e-003
5.700000e-001,7.336822e-003
5.800000e-001,7.194727e-003
5.900000e-001,7.059182e-003
6.000000e-001,6.929893e-003
6.100000e-001,6.806585e-003
6.200000e-001,6.689001e-003
6.300000e-001,6.576901e-003
6.400000e-001,6.470058e-003
6.500000e-001,6.368261e-003
6.600000e-001,6.271308e-003
6.700000e-001,6.179014e-003
6.800000e-001,6.091200e-003
6.900000e-001,6.007700e-003
7.000000e-001,5.928356e-003
7.100000e-001,5.853021e-003
7.200000e-001,5.781554e-003
7.300000e-001,5.713821e-003
7.400000e-001,5.649698e-003
7.500000e-001,5.589065e-003
7.600000e-001,5.531810e-003
7.700000e-001,5.477825e-003
7.800000e-001,5.427009e-003
7.900000e-001,5.379265e-003
8.000000e-001,5.334502e-003
8.100000e-001,5.292632e-003
8.200000e-001,5.253573e-003
8.300000e-001,5.217245e-003
8.400000e-001,5.183574e-003
8.500000e-001,5.152486e-003
8.600000e-001,5.123915e-003
8.700000e-001,5.097794e-003
8.800000e-001,5.074061e-003
8.900000e-001,5.052657e-003
9.000000e-001,5.033524e-003
9.100000e-001,5.016608e-003
9.200000e-001,5.001857e-003
9.300000e-001,4.989221e-003
9.400000e-001,4.978652e-003
9.500000e-001,4.970104e-003
9.600000e-001,4.963532e-003
9.700000e-001,4.958907e-003
9.800000e-001,4.956112e-003
9.900000e-001,4.955520e-003
