x,u
0.000000e+000,1.000000e+000
1.000000e-002,4.099353e-001
2.000000e-002,2.203268e-001
3.000000e-002,1.586186e-001
4.000000e-002,1.235986e-001
5.000000e-002,1.009522e-001
6.000000e-002,8.518317e-002
7.000000e-002,7.353092e-002
8.000000e-002,6.456983e-002
9.000000e-002,5.746237e-002
1.000000e-001,5.168686e-002
1.100000e-001,4.690100e-002
1.200000e-001,4.287069e-002
1.300000e-001,3.943041e-002
1.400000e-001,3.645976e-002
1.500000e-001,3.386908e-002
1.600000e-001,3.159020e-002
1.700000e-001,2.957037e-002
1.800000e-001,2.776814e-002
1.900000e-001,2.615046e-002
2.000000e-001,2.469070e-002
2.100000e-001,2.336710e-002
2.200000e-001,2.216176e-002
2.300000e-001,2.105981e-002
2.400000e-001,2.004875e-002
2.500000e-001,1.911806e-002
2.600000e-001,1.825879e-002
2.700000e-001,1.746326e-002
2.800000e-001,1.672488e-002
2.900000e-001,1.603795e-002
3.000000e-001,1.539751e-002
3.100000e-001,1.479920e-002
3.200000e-001,1.423923e-002
3.300000e-001,1.371423e-002
3.400000e-001,1.322125e-002
3.500000e-001,1.275764e-002
3.600000e-001,1.232105e-002
3.700000e-001,1.190938e-002
3.800000e-001,1.152075e-002
3.900000e-001,1.115347e-002
4.000000e-001,1.080600e-002
4.100000e-001,1.047697e-002
4.200000e-001,1.016513e-002
4.300000e-001,9.869328e-003
4.400000e-001,9.588541e-003
4.500000e-001,9.321821e-003
4.600000e-001,9.068304e-003
4.700000e-001,8.827197e-003
4.800000e-001,8.597775e-003
4.900000e-001,8.379368e-003
5.000000e-001,8.171362e-003
5.100000e-001,7.973188e-003
5.200000e-001,7.784322e-003
5.300000e-001,7.604276e-003
5.400000e-001,7.432602e-003
5.500000e-001,7.268881e-003
5.600000e-001,7.112725e-003
5.700000e-001,6.963771e-003
5.800000e-001,6.821684e-003
5.900000e-001,6.686147e-003
6.000000e-001,6.556868e-003
6.100000e-001,6.433572e-003
6.200000e-001,6.316001e-003
6.300000e-001,6.203915e-003
6.400000e-001,6.097087e-003
6.500000e-001,5.995305e-003
6.600000e-001,5.898368e-003
6.700000e-001,5.806090e-003
6.800000e-001,5.718293e-003
6.900000e-001,5.634810e-003
7.000000e-001,5.555485e-003
7.100000e-001,5.480167e-003
7.200000e-001,5.408717e-003
7.300000e-001,5.341002e-003
7.400000e-001,5.276896e-003
7.500000e-001,5.216280e-003
7.600000e-001,5.159042e-003
7.700000e-001,5.105073e-003
7.800000e-001,5.054273e-003
7.900000e-001,5.006545e-003
8.000000e-001,4.961797e-003
8.100000e-001,4.919942e-003
8.200000e-001,4.880896e-003
8.300000e-001,4.844582e-003
8.400000e-001,4.810923e-003
8.500000e-001,4.779847e-003
8.600000e-001,4.751287e-003
8.700000e-001,4.725176e-003
8.800000e-001,4.701453e-003
8.900000e-001,4.680057e-003
9.000000e-001,4.660932e-003
9.100000e-001,4.644023e-003
9.200000e-001,4.629278e-003
9.300000e-001,4.616648e-003
9.400000e-001,4.606083e-003
9.500000e-001,4.597539e-003
9.600000e-001,4.590970e-003
9.700000e-001,4.586347e-003
9.800000e-001,4.583553e-003
9.900000e-001,4.582961e-003
