x,u
0.000000e+000,1.000000e+000
1.000000e-002,4.095982e-001
2.000000e-002,2.198814e-001
3.000000e-002,1.581379e-001
4.000000e-002,1.230979e-001
5.000000e-002,1.004386e-001
6.000000e-002,8.466061e-002
7.000000e-002,7.300174e-002
8.000000e-002,6.403557e-002
9.000000e-002,5.692410e-002
1.000000e-001,5.114535e-002
1.100000e-001,4.635681e-002
1.200000e-001,4.232427e-002
1.300000e-001,3.888209e-002
1.400000e-001,3.590982e-002
1.500000e-001,3.331774e-002
1.600000e-001,3.103765e-002
1.700000e-001,2.901676e-002
1.800000e-001,2.721359e-002
1.900000e-001,2.559509e-002
2.000000e-001,2.413460e-002
2.100000e-001,2.281035e-002
2.200000e-001,2.160444e-002
2.300000e-001,2.050198e-002
2.400000e-001,1.949047e-002
2.500000e-001,1.855937e-002
2.600000e-001,1.769974e-002
2.700000e-001,1.690389e-002
2.800000e-001,1.616523e-002
2.900000e-001,1.547805e-002
3.000000e-001,1.483738e-002
3.100000e-001,1.423888e-002
3.200000e-001,1.367874e-002
3.300000e-001,1.315359e-002
3.400000e-001,1.266048e-002
3.500000e-001,1.219676e-002
3.600000e-001,1.176008e-002
3.700000e-001,1.134834e-002
3.800000e-001,1.095965e-002
3.900000e-001,1.059233e-002
4.000000e-001,1.024483e-002
4.100000e-001,9.915774e-003
4.200000e-001,9.603917e-003
4.300000e-001,9.308117e-003
4.400000e-001,9.027339e-003
4.500000e-001,8.760635e-003
4.600000e-001,8.507142e-003
4.700000e-001,8.266066e-003
4.800000e-001,8.036681e-003
4.900000e-001,7.818318e-003
5.000000e-001,7.610360e-003
5.100000e-001,7.412240e-003
5.200000e-001,7.223431e-003
5.300000e-001,7.043448e-003
5.400000e-001,6.871839e-003
5.500000e-001,6.708186e-003
5.600000e-001,6.552101e-003
5.700000e-001,6.403220e-003
5.800000e-001,6.261208e-003
5.900000e-001,6.125748e-003
6.000000e-001,5.996547e-003
6.100000e-001,5.873330e-003
6.200000e-001,5.755839e-003
6.300000e-001,5.643833e-003
6.400000e-001,5.537085e-003
6.500000e-001,5.435383e-003
6.600000e-001,5.338527e-003
6.700000e-001,5.246328e-003
6.800000e-001,5.158609e-003
6.900000e-001,5.075204e-003
7.000000e-001,4.995955e-003
7.100000e-001,4.920712e-003
7.200000e-001,4.849336e-003
7.300000e-001,4.781693e-003
7.400000e-001,4.717657e-003
7.500000e-001,4.657109e-003
7.600000e-001,4.599936e-003
7.700000e-001,4.546032e-003
7.800000e-001,4.495293e-003
7.900000e-001,4.447624e-003
8.000000e-001,4.402932e-003
8.100000e-001,4.361131e-003
8.200000e-001,4.322136e-003
8.300000e-001,4.285870e-003
8.400000e-001,4.252257e-003
8.500000e-001,4.221224e-003
8.600000e-001,4.192703e-003
8.700000e-001,4.166629e-003
8.800000e-001,4.142940e-003
8.900000e-001,4.121575e-003
9.000000e-001,4.102478e-003
9.100000e-001,4.085593e-003
9.200000e-001,4.070870e-003
9.300000e-001,4.058258e-003
9.400000e-001,4.047709e-003
9.500000e-001,4.039179e-003
9.600000e-001,4.032619e-003
9.700000e-001,4.028003e-003
9.800000e-001,4.025213e-003
9.900000e-001,4.024622e-003
