x,u
0.000000e+000,1.000000e+000
1.000000e-002,4.165431e-001
2.000000e-002,2.290580e-001
3.000000e-002,1.680408e-001
4.000000e-002,1.334129e-001
5.000000e-002,1.110200e-001
6.000000e-002,9.542759e-002
7.000000e-002,8.390578e-002
8.000000e-002,7.504500e-002
9.000000e-002,6.801708e-002
1.000000e-001,6.230618e-002
1.100000e-001,5.757384e-002
1.200000e-001,5.358860e-002
1.300000e-001,5.018676e-002
1.400000e-001,4.724930e-002
1.500000e-001,4.468753e-002
1.600000e-001,4.243408e-002
1.700000e-001,4.043676e-002
1.800000e-001,3.865460e-002
1.900000e-001,3.705493e-002
2.000000e-001,3.561139e-002
2.100000e-001,3.430249e-002
2.200000e-001,3.311052e-002
2.300000e-001,3.202077e-002
2.400000e-001,3.102090e-002
2.500000e-001,3.010049e-002
2.600000e-001,2.925069e-002
2.700000e-001,2.846392e-002
2.800000e-001,2.773366e-002
2.900000e-001,2.705427e-002
3.000000e-001,2.642083e-002
3.100000e-001,2.582906e-002
3.200000e-001,2.527519e-002
3.300000e-001,2.475590e-002
3.400000e-001,2.426827e-002
3.500000e-001,2.380967e-002
3.600000e-001,2.337779e-002
3.700000e-001,2.297055e-002
3.800000e-001,2.258609e-002
3.900000e-001,2.222274e-002
4.000000e-001,2.187898e-002
4.100000e-001,2.155345e-002
4.200000e-001,2.124491e-002
4.300000e-001,2.095223e-002
4.400000e-001,2.067440e-002
4.500000e-001,2.041048e-002
4.600000e-001,2.015961e-002
4.700000e-001,1.992101e-002
4.800000e-001,1.969397e-002
4.900000e-001,1.947782e-002
5.000000e-001,1.927196e-002
5.100000e-001,1.907582e-002
5.200000e-001,1.888888e-002
5.300000e-001,1.871066e-002
5.400000e-001,1.854073e-002
5.500000e-001,1.837866e-002
5.600000e-001,1.822407e-002
5.700000e-001,1.807661e-002
5.800000e-001,1.793594e-002
5.900000e-001,1.780175e-002
6.000000e-001,1.767374e-002
6.100000e-001,1.755166e-002
6.200000e-001,1.743524e-002
6.300000e-001,1.732425e-002
6.400000e-001,1.721846e-002
6.500000e-001,1.711766e-002
6.600000e-001,1.702166e-002
6.700000e-001,1.693027e-002
6.800000e-001,1.684331e-002
6.900000e-001,1.676062e-002
7.000000e-001,1.668204e-002
7.100000e-001,1.660744e-002
7.200000e-001,1.653666e-002
7.300000e-001,1.646958e-002
7.400000e-001,1.640607e-002
7.500000e-001,1.634602e-002
7.600000e-001,1.628931e-002
7.700000e-001,1.623584e-002
7.800000e-001,1.618551e-002
7.900000e-001,1.613822e-002
8.000000e-001,1.609388e-002
8.100000e-001,1.605240e-002
8.200000e-001,1.601371e-002
8.300000e-001,1.597773e-002
8.400000e-001,1.594437e-002
8.500000e-001,1.591358e-002
8.600000e-001,1.588528e-002
8.700000e-001,1.585940e-002
8.800000e-001,1.583589e-002
8.900000e-001,1.581468e-002
9.000000e-001,1.579573e-002
9.100000e-001,1.577897e-002
9.200000e-001,1.576436e-002
9.300000e-001,1.575184e-002
9.400000e-001,1.574137e-002
9.500000e-001,1.573290e-002
9.600000e-001,1.572639e-002
9.700000e-001,1.572181e-002
9.800000e-001,1.571904e-002
9.900000e-001,1.571845e-002
