x,u
0.000000e+000,1.000000e+000
1.000000e-002,4.089061e-001
2.000000e-002,2.189669e-001
3.000000e-002,1.571511e-001
4.000000e-002,1.220701e-001
5.000000e-002,9.938437e-002
6.000000e-002,8.358808e-002
7.000000e-002,7.191574e-002
8.000000e-002,6.293930e-002
9.000000e-002,5.581977e-002
1.000000e-001,5.003453e-002
1.100000e-001,4.524071e-002
1.200000e-001,4.120380e-002
1.300000e-001,3.775797e-002
1.400000e-001,3.478264e-002
1.500000e-001,3.218796e-002
1.600000e-001,2.990566e-002
1.700000e-001,2.788290e-002
1.800000e-001,2.607814e-002
1.900000e-001,2.445830e-002
2.000000e-001,2.299667e-002
2.100000e-001,2.167147e-002
2.200000e-001,2.046477e-002
2.300000e-001,1.936166e-002
2.400000e-001,1.834963e-002
2.500000e-001,1.741813e-002
2.600000e-001,1.655820e-002
2.700000e-001,1.576215e-002
2.800000e-001,1.502337e-002
2.900000e-001,1.433615e-002
3.000000e-001,1.369551e-002
3.100000e-001,1.309710e-002
3.200000e-001,1.253712e-002
3.300000e-001,1.201219e-002
3.400000e-001,1.151934e-002
3.500000e-001,1.105593e-002
3.600000e-001,1.061960e-002
3.700000e-001,1.020824e-002
3.800000e-001,9.819983e-003
3.900000e-001,9.453112e-003
4.000000e-001,9.106101e-003
4.100000e-001,8.777565e-003
4.200000e-001,8.466250e-003
4.300000e-001,8.171014e-003
4.400000e-001,7.890820e-003
4.500000e-001,7.624719e-003
4.600000e-001,7.371844e-003
4.700000e-001,7.131402e-003
4.800000e-001,6.902662e-003
4.900000e-001,6.684955e-003
5.000000e-001,6.477662e-003
5.100000e-001,6.280214e-003
5.200000e-001,6.092083e-003
5.300000e-001,5.912781e-003
5.400000e-001,5.741857e-003
5.500000e-001,5.578890e-003
5.600000e-001,5.423490e-003
5.700000e-001,5.275294e-003
5.800000e-001,5.133963e-003
5.900000e-001,4.999181e-003
6.000000e-001,4.870653e-003
6.100000e-001,4.748102e-003
6.200000e-001,4.631270e-003
6.300000e-001,4.519915e-003
6.400000e-001,4.413809e-003
6.500000e-001,4.312738e-003
6.600000e-001,4.216502e-003
6.700000e-001,4.124911e-003
6.800000e-001,4.037788e-003
6.900000e-001,3.954965e-003
7.000000e-001,3.876283e-003
7.100000e-001,3.801592e-003
7.200000e-001,3.730752e-003
7.300000e-001,3.663629e-003
7.400000e-001,3.600097e-003
7.500000e-001,3.540035e-003
7.600000e-001,3.483330e-003
7.700000e-001,3.429875e-003
7.800000e-001,3.379567e-003
7.900000e-001,3.332310e-003
8.000000e-001,3.288010e-003
8.100000e-001,3.246581e-003
8.200000e-001,3.207939e-003
8.300000e-001,3.172005e-003
8.400000e-001,3.138703e-003
8.500000e-001,3.107962e-003
8.600000e-001,3.079711e-003
8.700000e-001,3.053887e-003
8.800000e-001,3.030427e-003
8.900000e-001,3.009270e-003
9.000000e-001,2.990361e-003
9.100000e-001,2.973643e-003
9.200000e-001,2.959067e-003
9.300000e-001,2.946581e-003
9.400000e-001,2.936138e-003
9.500000e-001,2.927693e-003
9.600000e-001,2.921200e-003
9.700000e-001,2.916631e-003
9.800000e-001,2.913869e-003
9.900000e-001,2.913284e-003
